epoch,train_loss,val_loss_MN,psnr_MN,ssim_MN,val_loss_M,psnr_M,val_loss_N,psnr_N,ssim_N,lr
1,381.5364692192078,901.748095703125,21.40119235749554,21.40119235749554,173.6921127319336,29.2652178967388,210.17667083740236,28.34992903914462,28.34992903914462,0.0001
2,237.37342290973663,951.4831787109375,21.366134810774337,21.366134810774337,168.64768981933594,29.335280949187677,205.56722030639648,28.406753057559268,28.406753057559268,0.0001
3,240.48174464416505,951.4831787109375,21.366134810774337,21.366134810774337,168.64768981933594,29.335280949187677,205.56722030639648,28.406753057559268,28.406753057559268,0.0001
4,231.42614934539796,1064.0148681640626,21.354581638766184,21.354581638766184,161.8972595214844,29.344296729729457,197.79820175170897,28.438023947854617,28.438023947854617,0.0001
5,221.578772895813,1227.9675048828126,21.100150668345222,21.100150668345222,145.2309944152832,29.753620048039693,184.86628952026368,28.691726992863977,28.691726992863977,0.0001
6,217.6165659790039,1316.45009765625,21.03922693446601,21.03922693446601,135.3171630859375,29.9936921756625,175.93569717407226,28.840744035367283,28.840744035367283,0.0001
7,210.88796853637695,128.73285903930665,30.145647634349654,30.145647634349654,1368.8130615234375,20.932286343043906,172.6855369567871,28.871384868355033,28.871384868355033,0.0001
8,209.98520925712586,126.0730484008789,30.199403673613585,30.199403673613585,1364.54091796875,20.994890948473444,170.8852424621582,28.90437595581269,28.90437595581269,0.0001
9,214.19584103775026,126.0730484008789,30.199403673613585,30.199403673613585,1364.54091796875,20.994890948473444,170.8852424621582,28.90437595581269,28.90437595581269,0.0001
10,208.48828300857545,126.0730484008789,30.199403673613585,30.199403673613585,1364.54091796875,20.994890948473444,170.8852424621582,28.90437595581269,28.90437595581269,0.0001
11,208.37915702438355,126.0730484008789,30.199403673613585,30.199403673613585,1364.54091796875,20.994890948473444,170.8852424621582,28.90437595581269,28.90437595581269,0.0001
12,209.70526061439514,126.0730484008789,30.199403673613585,30.199403673613585,1364.54091796875,20.994890948473444,170.8852424621582,28.90437595581269,28.90437595581269,0.0001
13,211.59460386276245,126.04105911254882,30.198401405094547,30.198401405094547,1366.1427734375,20.989160390735137,170.42195587158204,28.92438199417885,28.92438199417885,0.0001
14,202.65262608337403,129.450594329834,30.307908329666617,30.307908329666617,1390.9224853515625,20.946313601155403,173.50728302001954,28.98531602517688,28.98531602517688,0.0001
15,205.15572628974914,114.22399139404297,30.512054092315044,30.512054092315044,1432.992138671875,20.83070781699513,161.97064437866212,29.106859224566126,29.106859224566126,0.0001
16,200.45219818878175,112.0782684326172,30.576243690516048,30.576243690516048,1436.49677734375,20.8083634325458,164.40083999633788,29.01589629724801,29.01589629724801,0.0001
17,196.1784742603302,110.38990783691406,30.670479484712956,30.670479484712956,1470.1509521484375,20.658809501141764,157.4744644165039,29.19708280947326,29.19708280947326,0.0001
18,194.59318063354493,102.37599868774414,30.851212529385315,30.851212529385315,1468.807080078125,20.719091887875816,158.53152618408203,29.152465438325624,29.152465438325624,0.0001
19,193.7943029937744,100.01441040039063,30.96179314821321,30.96179314821321,1460.8206298828125,20.75299166591513,156.58341217041016,29.1983421933474,29.1983421933474,0.0001
20,6114.49973374939,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
21,17289.427271484376,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
22,17303.637484375,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
23,17322.727142578125,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
24,17545.200791015624,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
25,17417.4562734375,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
26,17197.03307421875,30520.3263671875,16.3814557744086,16.3814557744086,117752.596875,12.179128522524591,22128.1958984375,17.029013781466016,17.029013781466016,0.0001
