epoch,train_loss,val_loss_MN,psnr_MN,ssim_MN,val_loss_M,psnr_M,val_loss_N,psnr_N,ssim_N,lr
1,41.45865482330322,15.028148651123047,22.44688314305921,22.44688314305921,10.336094284057618,25.131622030146055,11.334636116027832,24.37574873898618,24.37574873898618,0.0001
2,36.053504615783694,13.327177810668946,23.235415942536306,23.235415942536306,8.517497158050537,26.705081252884725,9.05034294128418,25.9450206671196,25.9450206671196,0.0001
3,34.15424785614014,12.858924293518067,23.438212168417913,23.438212168417913,8.06086483001709,27.118804521098134,8.822339248657226,26.169963870522366,26.169963870522366,0.0001
4,33.31558020019531,12.563217735290527,23.601690053522134,23.601690053522134,7.7605101585388185,27.380240794829035,8.535590171813965,26.388325890315013,26.388325890315013,0.0001
5,32.473691886901854,12.105933952331544,23.75297363905243,23.75297363905243,7.4088134765625,27.64021581938344,8.181056785583497,26.59752334491359,26.59752334491359,0.0001
6,31.90185614013672,11.84801425933838,23.84443950429499,23.84443950429499,7.244058132171631,27.77203687934782,8.116826725006103,26.618099931858147,26.618099931858147,0.0001
7,31.476152576446534,11.855776977539062,23.922297206814378,23.922297206814378,7.064685249328614,27.98088994451599,7.756570148468017,26.924912331861474,26.924912331861474,0.0001
8,30.96653833389282,11.641837692260742,24.04554406734352,24.04554406734352,6.793545913696289,28.14807722253521,7.887969493865967,26.82336003387578,26.82336003387578,0.0001
9,30.489342693328858,11.445779037475585,24.10730299774419,24.10730299774419,6.616260433197022,28.295672162278663,7.480615234375,27.072585471729667,27.072585471729667,0.0001
10,29.835397510528566,11.352367782592774,24.139758483771452,24.139758483771452,6.477440929412841,28.37738181358834,7.5761716842651365,26.998519760558917,26.998519760558917,0.0001
11,29.566944198608397,11.387630653381347,24.14536595720212,24.14536595720212,6.582891464233398,28.410841527669664,7.49223051071167,27.136117244399554,27.136117244399554,0.0001
12,29.136537223815917,11.192023277282715,24.26326712099393,24.26326712099393,6.428979206085205,28.49618062627958,7.585013675689697,27.08422901465527,27.08422901465527,0.0001
13,28.90231566619873,11.144156169891357,24.275045363026173,24.275045363026173,6.355778503417969,28.539512579733305,7.513208389282227,27.104130963406647,27.104130963406647,0.0001
14,28.334915534973145,11.131146430969238,24.30125085908163,24.30125085908163,6.3197942733764645,28.611714186425864,7.454404258728028,27.173191210617084,27.173191210617084,0.0001
15,27.862401821136476,11.133220291137695,24.28849550657144,24.28849550657144,6.257084941864013,28.64471826605894,7.285552024841309,27.246871193722164,27.246871193722164,0.0001
16,27.628960121154787,11.209432792663574,24.264205520037326,24.264205520037326,6.315672302246094,28.655121854124662,7.385720825195312,27.21930539612225,27.21930539612225,0.0001
17,26.965043548583985,11.064314079284667,24.329513061910284,24.329513061910284,6.155090808868408,28.737215230545026,7.364803504943848,27.223306838549142,27.223306838549142,0.0001
18,26.691621593475343,11.064419746398926,24.362999558108594,24.362999558108594,6.334198665618897,28.722654061576783,7.670297718048095,27.169511460129105,27.169511460129105,0.0001
19,26.26827731323242,10.86057777404785,24.430489135539553,24.430489135539553,6.04100866317749,28.855137060061697,7.38063907623291,27.238729971376074,27.238729971376074,0.0001
20,25.949004302978516,10.834959983825684,24.443245697132273,24.443245697132273,6.066059970855713,28.874126313725554,7.308590126037598,27.324992910608593,27.324992910608593,0.0001
21,25.34654712295532,10.761297512054444,24.47179665994197,24.47179665994197,5.974197578430176,28.918724149712386,7.210872936248779,27.350753553386493,27.350753553386493,0.0001
22,25.309767444610596,10.773750114440919,24.45873405537606,24.45873405537606,5.955003356933593,28.963372043379355,7.1561321258544925,27.434478335564524,27.434478335564524,0.0001
23,24.925873435974122,10.769777870178222,24.482942682676445,24.482942682676445,6.102810287475586,28.88398762418209,7.51510534286499,27.21420973980417,27.21420973980417,0.0001
24,24.57383902359009,10.735250759124757,24.486254380869184,24.486254380869184,5.9151451110839846,29.02700575691232,7.204648208618164,27.410997104213788,27.410997104213788,0.0001
25,24.26721050643921,10.692669486999511,24.507169435061193,24.507169435061193,5.8728853225708,29.06697392156233,7.210493278503418,27.42118228567727,27.42118228567727,0.0001
26,24.05992350769043,10.582119274139405,24.558436044105687,24.558436044105687,5.782792568206787,29.111066567016728,7.230743789672852,27.36782239977988,27.36782239977988,0.0001
