epoch,train_loss,val_loss_MN,psnr_MN,ssim_MN,val_loss_M,psnr_M,val_loss_N,psnr_N,ssim_N,lr
1,44.52378643035889,15.089467239379882,22.463198977735907,22.463198977735907,10.942818450927735,24.85028212342495,11.747608661651611,24.214017830657323,24.214017830657323,0.0001
2,37.032583732604984,13.68483600616455,23.06341440737728,23.06341440737728,9.518523693084717,26.014006413672934,9.927817916870117,25.415127811302035,25.415127811302035,0.0001
3,34.41342789840698,13.320406723022462,23.212288732463026,23.212288732463026,8.35158395767212,26.878139648774287,8.921918773651123,26.048527471767027,26.048527471767027,0.0001
4,33.01779256057739,12.824557113647462,23.454296985895894,23.454296985895894,7.934886074066162,27.20007151967376,8.616696548461913,26.253147476460004,26.253147476460004,0.0001
5,32.19453843307495,12.605719947814942,23.558038319203607,23.558038319203607,7.893554973602295,27.235100500097325,8.74663200378418,26.196967779902263,26.196967779902263,0.0001
6,31.48865142440796,12.319647598266602,23.67181070932275,23.67181070932275,7.569827365875244,27.45653069793824,8.369479274749756,26.408129613104315,26.408129613104315,0.0001
7,30.98896838378906,12.375766181945801,23.695886517312353,23.695886517312353,7.428202438354492,27.5948778921311,8.13996868133545,26.571917123523235,26.571917123523235,0.0001
8,30.100275356292723,12.000104331970215,23.841599087648365,23.841599087648365,7.293894195556641,27.69447390557493,8.11769380569458,26.59986051014952,26.59986051014952,0.0001
9,29.789493423461913,11.845961570739746,23.923154220256354,23.923154220256354,7.178512477874756,27.79408302734911,7.974885082244873,26.7146389500964,26.7146389500964,0.0001
10,29.292805553436278,11.831107330322265,23.939745063038124,23.939745063038124,7.089334964752197,27.88954369729195,7.9138110160827635,26.75841086951699,26.75841086951699,0.0001
11,28.57728228378296,11.667456817626952,24.009057376328826,24.009057376328826,6.9833063125610355,27.982678724391537,7.833193588256836,26.8197103887505,26.8197103887505,0.0001
12,28.129548904418947,11.519108772277832,24.093307338114123,24.093307338114123,6.87290506362915,28.085801733993957,7.7513683319091795,26.87735589426336,26.87735589426336,0.0001
13,27.882971130371093,11.577968406677247,24.05489374926758,24.05489374926758,6.90750093460083,28.091035261514566,7.9176994323730465,26.830161523978166,26.830161523978166,0.0001
14,27.190839179992675,11.410738372802735,24.151876654897002,24.151876654897002,6.7618858337402346,28.201775831178317,7.745079708099365,26.928339521302426,26.928339521302426,0.0001
15,26.761055950164796,11.299635887145996,24.19914818451182,24.19914818451182,6.6493912696838375,28.30045483678716,7.65579662322998,26.986253981097537,26.986253981097537,0.0001
16,26.38610251235962,11.408059883117676,24.170583315289555,24.170583315289555,6.73420352935791,28.26774279879777,7.570405769348144,27.09256478429527,27.09256478429527,0.0001
17,26.10873966598511,11.306633567810058,24.20769589872334,24.20769589872334,6.528529167175293,28.407832139807557,7.558819675445557,27.064703827473544,27.064703827473544,0.0001
18,26.02382762527466,11.181597328186035,24.266662001475233,24.266662001475233,6.599189949035645,28.390071988664072,7.682313728332519,27.01113493632919,27.01113493632919,0.0001
19,25.615292823791503,11.120801544189453,24.278656540016563,24.278656540016563,6.427832126617432,28.478674952998592,7.508576679229736,27.09296665911834,27.09296665911834,0.0001
