epoch,train_loss,lr,val_loss_0,psnr_0,ssim_0,val_loss_1,psnr_1,ssim_1,val_loss_2,psnr_2,ssim_2,val_loss_3,psnr_3,ssim_3,val_loss_4,psnr_4,ssim_4,val_loss_5,psnr_5,ssim_5
16,27.87160144805908,0.0001,6.531155300140381,30.386400044397316,0.8636377146267382,7.383951854705811,29.112797471933664,0.8328462182249183,8.23128776550293,28.880377012513144,0.8197827821986902,9.82733793258667,27.440693092898176,0.7811445821051333,11.414784049987793,26.24548818047212,0.7473317869169768,13.391172981262207,25.205981960060704,0.7159347027391267
17,27.853340448379516,0.0001,6.376646900177002,30.437796661037794,0.8633714120997865,7.391445636749268,29.022903455219012,0.8312468892024981,8.193395328521728,28.920885874655177,0.8193316591393373,9.7564697265625,27.46426461720688,0.7815779607571882,11.238979148864747,26.278747110308085,0.7486683559946677,13.121368026733398,25.27241786134541,0.7185434520888403
18,27.459794624328612,0.0001,6.339849948883057,30.447356435078042,0.8630923001242016,7.5385478973388675,28.87941468773505,0.8291781248454715,8.20148344039917,28.92702800926176,0.8184483719679566,9.778559589385987,27.482100324440715,0.7807518395686681,11.321068000793456,26.273421333296124,0.7472635428498846,13.240812683105469,25.248803044431266,0.7179921933417968
19,27.02942995262146,0.0001,6.309099197387695,30.4597548581874,0.8650491992892088,7.404290676116943,29.015529516793485,0.8322676424857575,8.045852661132812,28.96340594449047,0.821252359243221,9.674730205535889,27.533556373947647,0.783569325083967,11.257122802734376,26.32589006857173,0.7506539232993223,13.2685546875,25.260719108023196,0.7198937620698038
20,26.88091579055786,0.0001,6.64228458404541,30.366667819430678,0.864325309950884,8.104390907287598,28.687820466190704,0.8279275154524818,8.281875514984131,28.904555504712505,0.818407737548738,9.825151443481445,27.496487561578626,0.7821122430973448,11.416989707946778,26.286964427271,0.7497646914089204,13.497749519348144,25.156106409045503,0.7192190798472085
21,26.792303302764893,0.0001,6.210283088684082,30.61186464011891,0.8660081672432298,7.392342281341553,29.053894374986363,0.8316637285409673,7.984406280517578,29.071896972291654,0.8224493973551882,9.656485176086425,27.58377720412708,0.7843407799104518,11.213350868225097,26.352836405581723,0.750921999153584,13.16220817565918,25.302770521705938,0.7197485678399016
22,26.655579193115233,0.0001,6.095478630065918,30.669903664608874,0.8691436833406033,7.223817348480225,29.152340515397025,0.8355968398089304,7.91008415222168,29.10014638988783,0.8244356613720999,9.510739421844482,27.62299695252964,0.7866712784330838,11.074154472351074,26.395903091251796,0.7539515647305174,13.079450988769532,25.30828669500459,0.7241071008809115
23,26.509783376693726,0.0001,6.159698104858398,30.653832947729597,0.8701669399582006,7.205868816375732,29.203821822370248,0.8369936969626375,7.922463035583496,29.10732919811004,0.8259003430097366,9.531347465515136,27.613158754812765,0.7873245449897641,11.028178024291993,26.372762276297642,0.7542055323016843,12.745229339599609,25.43413781021214,0.7254157595296713
24,25.985769081115723,0.0001,6.175158214569092,30.689870033060668,0.8692292903265507,7.473294353485107,29.060418513432477,0.835248320494425,8.008523750305176,29.09777822870398,0.8232388209445525,9.603526878356934,27.61406445417333,0.7852065864041861,11.205655097961426,26.35721307275501,0.7519168050861779,13.210415458679199,25.25435963696178,0.7213853334220574
25,25.768640028953552,0.0001,6.088655757904053,30.740744792148043,0.8695147176375737,7.388434886932373,29.112765010109786,0.8343172047749249,7.901881980895996,29.127673739073156,0.823982966754758,9.525706768035889,27.638214422483742,0.7861439861296756,11.123452186584473,26.38797156365016,0.7534023943385426,13.195722198486328,25.266379028255038,0.7227861407432037
26,25.34094973373413,0.0001,6.005132007598877,30.733156225369594,0.8701594932072357,7.365138053894043,29.02596327226869,0.8335359971540989,7.796878719329834,29.16353746239151,0.8261995525654546,9.483874034881591,27.656587181729055,0.7875378370556099,10.996860313415528,26.431594131822855,0.7550228958740742,12.881633377075195,25.367166827185144,0.7243636028454679
27,25.472828035354613,0.0001,5.998917293548584,30.76827332756517,0.8716057037269724,7.1970854759216305,29.177615993351964,0.8361242588453273,7.833370018005371,29.153434577650604,0.8261772064599728,9.41892499923706,27.66707731496399,0.788485041747442,10.905434608459473,26.448953424752006,0.7567675631310742,12.584206581115723,25.45788586747005,0.7279216210727906
28,24.937828086853028,0.0001,5.99871826171875,30.80414092344293,0.8716222000279581,7.371925926208496,29.045835409513437,0.8335435368109054,7.8738603591918945,29.18829120312505,0.8257767253437576,9.42792568206787,27.69128508021526,0.7887968975664066,10.968720436096191,26.460801392727454,0.7561037829743726,12.733888244628906,25.47348467834296,0.7282625164233797
29,24.88018211555481,0.0001,5.975559139251709,30.82947431183296,0.8733893062181665,7.305485248565674,29.115320086869684,0.8349259110003129,7.876502799987793,29.129011229014612,0.8267788417690987,9.372291946411133,27.673952637247737,0.7899988844345277,10.872800064086913,26.43961670383019,0.7573312541292371,12.463595581054687,25.497474408492085,0.7290488525798454
30,24.70244959449768,0.0001,6.025563812255859,30.867517939958457,0.8739677445393852,7.495418930053711,29.062392897408653,0.8361080137205921,7.859970664978027,29.22458596722084,0.8275194421172867,9.505797004699707,27.697811228753675,0.7903128968744179,10.978678894042968,26.47661062629346,0.7581723375478586,12.759645652770995,25.44055646385082,0.7287613490461249
31,24.55735422515869,0.0001,6.070444774627686,30.82856390138978,0.8734538669788015,7.454602241516113,29.125914697881882,0.8361911880382916,7.766765689849853,29.234779464599875,0.829165732234776,9.363163948059082,27.715810620573784,0.7907192945253985,10.878527450561524,26.47122301230982,0.7586146519707142,12.559294700622559,25.470710234344146,0.7301977540976505
32,24.285132622718812,0.0001,5.813005828857422,30.982036256295213,0.8753574432211095,7.259834575653076,29.11567488914783,0.8357915819208717,7.632314300537109,29.336008858894537,0.8305986691527811,9.30381155014038,27.770051076577847,0.7920689278391585,10.790798568725586,26.518073856119763,0.7591061833594677,12.434203720092773,25.53233139671093,0.7304554962277824
33,24.092445965766906,0.0001,5.921905899047852,30.930557778920974,0.8757335220268944,7.243071746826172,29.189082515536278,0.8375197720370984,7.776612186431885,29.235679055291406,0.8307143975564155,9.438393211364746,27.67527127134938,0.7918939856980822,10.9322509765625,26.412893031920795,0.7599865117053348,12.29626235961914,25.509487237749298,0.7321316734637806
34,23.90250556564331,0.0001,5.821412563323975,30.95093966109288,0.8757724480923835,7.236285018920898,29.214328661552827,0.8380221879258019,7.681321716308593,29.286228927329596,0.830846967338935,9.311892223358154,27.744530256673176,0.7923613157993384,10.80554656982422,26.49152835758074,0.7604130079320001,12.374098587036134,25.523932395501976,0.7314237969918672
35,23.92110863304138,0.0001,5.738784217834473,31.001164468422427,0.8760211382828069,7.237776374816894,29.155802777352914,0.8368743114082182,7.595070457458496,29.302961450352647,0.8296829099898257,9.243950748443604,27.779469423723185,0.7923072931274416,10.711297798156739,26.553652379983003,0.7609847545127956,12.322472763061523,25.572735736643665,0.7331726566677916
36,23.537383633613587,0.0001,5.71223087310791,31.083593369394702,0.8776966552876218,7.139240837097168,29.260385230096222,0.839432969632567,7.555222702026367,29.37443787213403,0.8323712159716685,9.184083175659179,27.81165544541895,0.7938188109454571,10.664897918701172,26.549282835131446,0.7617294658810286,12.186992263793945,25.58848792481486,0.733771431088296
37,23.19532729434967,0.0001,5.771587753295899,31.083536041650596,0.8773153030225774,7.180610179901123,29.24919533700812,0.838957125745031,7.722229385375977,29.33259942122799,0.8301391532260155,9.24869613647461,27.79686512934764,0.793070637557118,10.694430732727051,26.561042827829407,0.7614142445480974,12.275629997253418,25.574335200579338,0.7334483468591567
38,23.13011694431305,0.0001,5.846306896209716,31.069949991046155,0.8769299268917049,7.436635589599609,29.11099042063101,0.8364086828576569,7.617275905609131,29.404687038911835,0.8327148114850706,9.301471614837647,27.819891502566417,0.7939016440435464,10.770240211486817,26.564490107664188,0.7613950331758993,12.415922164916992,25.56752944685602,0.7325447532612688
39,22.939092277526857,0.0001,5.70569543838501,31.167782783979227,0.8790734385076739,7.195746326446534,29.259643993914334,0.8401663252180681,7.547939968109131,29.424753418827283,0.8333871743035328,9.189298534393311,27.83835466192005,0.7949034440045903,10.683024406433105,26.57248003204777,0.7627438316718251,12.195781326293945,25.611431300658314,0.7355555365272597
40,22.707097363471984,0.0001,5.831583309173584,31.165511747487194,0.879237360858351,7.287625694274903,29.2568529238143,0.8392973804426864,7.619028568267822,29.445407458902572,0.8340499029543557,9.235715579986572,27.854052266382382,0.7954309395009467,10.683956527709961,26.60273200575807,0.7633172696422745,12.172752189636231,25.626338997800396,0.7359354811933544
41,22.587606325149537,0.0001,5.732627010345459,31.163757806982083,0.8786604000375992,7.3966383934021,29.126397545675445,0.8368197981732777,7.498946857452393,29.442766942303535,0.8335946691918167,9.133101749420167,27.864197122828976,0.7952810398968635,10.595082092285157,26.61207518818612,0.7639477266584793,12.192203521728516,25.62477661580666,0.7360333150311366
42,22.877022441864014,0.0001,5.6089952945709225,31.18272774928956,0.8801728538375588,7.124390983581543,29.258584016229396,0.8397127901509996,7.469524478912353,29.42604907475357,0.8342366948134943,9.100293350219726,27.83974240900472,0.795751310158102,10.601192092895507,26.558094508571692,0.7630649140762368,12.106636238098144,25.59491491819881,0.7355684153753008
43,22.386272554397582,0.0001,5.659142589569091,31.177195097102288,0.8800957974361422,7.101323127746582,29.311863691455425,0.8404122775778632,7.650899124145508,29.331437074712795,0.8312136905149176,9.192179298400879,27.807716274875407,0.7950629273150362,10.659955501556396,26.55764978450292,0.7632851428554692,12.141485977172852,25.58686981274615,0.7348666830964106
44,22.463374868392943,0.0001,5.703763580322265,31.17575887205504,0.879341026398472,7.254975986480713,29.192949225766267,0.8379831382082099,7.571540260314942,29.43730384461447,0.8338067244012756,9.174543762207032,27.84764090390263,0.7957609401337644,10.658649444580078,26.56686291284828,0.7634715090326716,12.11270980834961,25.612278147569846,0.7360499584731259
45,21.95316876220703,0.0001,6.183036041259766,30.90184987883158,0.8801906293061202,7.421705055236816,29.207247620190355,0.8404823701483437,7.996295356750489,29.15546252769314,0.8346229994494634,9.596236896514892,27.62906553532226,0.7962760493398162,11.04756202697754,26.38430869181347,0.7644155662680567,12.345342826843261,25.475999180117032,0.7351588558069164
46,22.075078973770143,0.0001,5.630066585540772,31.166867993028415,0.8795398098495163,7.111559200286865,29.34735142512153,0.8416100062628565,7.47468376159668,29.42055392618706,0.8345285723538455,9.12230167388916,27.82828281383828,0.7964424229191823,10.617384338378907,26.546125295612693,0.7651039898847203,12.09912567138672,25.563563472638993,0.7374303989492474
47,22.060957618713378,0.0001,5.550990772247315,31.281750458498927,0.880308947250319,7.223336410522461,29.17940336633972,0.837500687854894,7.454261207580567,29.486329529952144,0.8341337894416364,9.064716911315918,27.890390719041715,0.7956391507849303,10.56369752883911,26.618659903395393,0.7636600415549027,12.068497848510741,25.630991901695786,0.7367274850557428
48,21.75557541656494,0.0001,5.556318855285644,31.262364534408725,0.8803543506618693,7.33219633102417,29.076228841081473,0.835618160211598,7.405415153503418,29.497255308750123,0.8347677283966755,9.067140102386475,27.919676732002085,0.7972035224508385,10.475466251373291,26.677987180624278,0.7667926251707294,11.999004554748534,25.691983270878286,0.739504612429045
49,21.705328163146973,0.0001,5.532427024841309,31.327516932054188,0.8825333913598717,7.042708110809326,29.39306410421465,0.8424555385693342,7.398964500427246,29.508843843850315,0.8366483708524914,9.004009628295899,27.916635473827142,0.7983063810221408,10.447799491882325,26.64136267656887,0.7667815221229894,11.917013168334961,25.681071803393245,0.7396360465557927
50,21.823619585037232,0.0001,5.514028596878052,31.309534575273403,0.8818288981865967,7.192854118347168,29.166319562163363,0.8376718670744138,7.370764827728271,29.53283808478916,0.8367902314829087,9.04325590133667,27.921664848722816,0.798104292039739,10.503768062591552,26.651140220723683,0.7665927240406031,11.967095375061035,25.704348955078977,0.7399643123718953
51,21.680663412094116,0.0001,5.488031005859375,31.32718226876994,0.8816468259173851,7.219613170623779,29.11387802696504,0.8367020189188412,7.347339534759522,29.556231550710145,0.8366187341475781,8.998753070831299,27.94230876201999,0.7980390199429519,10.433113861083985,26.683896737656642,0.7666070881441303,11.950519943237305,25.72220618999169,0.7393841107884913
52,21.328803375244142,0.0001,5.446669387817383,31.356597935602235,0.8825325662520793,7.1389237403869625,29.222132091665735,0.8386475333182297,7.344094085693359,29.551251035271303,0.8366872207909699,8.994913101196289,27.95627797848938,0.7988230573910384,10.428750610351562,26.683562061938904,0.7678529073184518,11.875722694396973,25.7109899963992,0.7405652637161765
53,21.303224371910094,0.0001,5.5047815322875975,31.405550101359438,0.8837868098882389,7.118351936340332,29.32881419892515,0.841836072686388,7.3695391654968265,29.58903394459645,0.8380841614768368,9.034564590454101,27.9457789854996,0.7994222769963709,10.526183128356934,26.659935433043994,0.7678170358866356,12.003964042663574,25.652102430847258,0.7378053178150022
54,21.15079520225525,0.0001,5.490899658203125,31.370496308507512,0.8837767993767638,7.030882263183594,29.348236436681994,0.8417967281822831,7.336028385162353,29.557755862446932,0.8379907927254949,9.015639114379884,27.918184358239795,0.7987254983589732,10.474429512023926,26.64063081732827,0.7672411303243151,11.941529846191406,25.681628861476252,0.7395516493506646
55,21.081976224899293,0.0001,5.478708648681641,31.401785050850258,0.8837457043913952,7.18242826461792,29.261861066554577,0.8404935587468023,7.32266321182251,29.57619136188175,0.8379618363801559,8.981383323669434,27.97079533874295,0.8001986827844638,10.378576755523682,26.715113883597866,0.769471457280362,11.841908645629882,25.747053037710195,0.7420696269095594
56,21.13899531173706,0.0001,5.430388259887695,31.397448846800067,0.8838938387245149,7.1334610939025875,29.2429901071362,0.8397047276888907,7.303383731842041,29.57095270173511,0.8378442295487766,8.967233467102051,27.954750439176326,0.7994353960233759,10.406896209716797,26.68797671111478,0.768134592882047,11.866148948669434,25.70024958242376,0.7402435517818258
57,21.04866126251221,0.0001,5.465165996551514,31.423521256108028,0.8836275774004703,7.1635970115661625,29.21385847528044,0.8387943834126419,7.292359924316406,29.618583962511195,0.838608942887932,8.966480731964111,27.968798370846383,0.7998167013988827,10.47284393310547,26.68094374414911,0.7678715546251978,11.878857803344726,25.717380054326334,0.7407662720283008
58,21.066777250289917,0.0001,5.509813213348389,31.40221777806651,0.8841480621567681,7.120554256439209,29.260881835369638,0.8398199864269424,7.396391201019287,29.5455623251005,0.8376442131581101,9.05131549835205,27.929684384875298,0.7996188330420122,10.524597549438477,26.67183358197313,0.7692061593191986,11.920254707336426,25.714877836329485,0.742054348907778
59,20.686670360565184,0.0001,5.459354972839355,31.410713307253097,0.8838739603056538,7.208046817779541,29.163688562020145,0.8375714398946181,7.331191921234131,29.56030578580477,0.8376758269782625,8.946958351135255,27.954472539757347,0.7998520861226815,10.357291793823242,26.706862114618758,0.7696045780290297,11.828807258605957,25.73917464520253,0.7422712699936685
60,20.924987740516663,0.0001,5.4103669166564945,31.452883536563668,0.8850068050129659,7.242451000213623,29.160973917308333,0.8384025936945573,7.28078556060791,29.60897409583584,0.8389868184373819,8.937604331970215,27.974524534618382,0.8004541453022169,10.363516426086425,26.71182280332045,0.7690952029126005,11.843318939208984,25.719850397938046,0.7409268204298554
61,20.88641568851471,0.0001,5.331252861022949,31.53728592582737,0.8853311768897779,7.191384506225586,29.17893554396654,0.8377592641700058,7.2499185562133786,29.645369496485728,0.8389380441802811,8.91111192703247,28.00003957495424,0.8006603180412387,10.35540542602539,26.73484375949061,0.7698908380275783,11.811509132385254,25.743786165941252,0.7419460441533229
62,20.587873134613037,0.0001,5.384224510192871,31.531961128588286,0.8854403948506689,7.201204872131347,29.241444014306147,0.8405240233968948,7.275352096557617,29.627302706831397,0.8387935753993713,8.921185111999511,27.991900210478338,0.8004985646933708,10.364927673339844,26.71861908503386,0.7687691564823655,11.833062171936035,25.728550140131,0.7412458089760776
63,20.562187660217287,0.0001,5.383736085891724,31.461135680808688,0.8848008601562561,7.1270674705505375,29.21629889714407,0.8385633572280449,7.3081999778747555,29.575207494052847,0.8381462016467044,8.951867961883545,27.938991366175127,0.8002206400057756,10.412160110473632,26.675683013532318,0.7701373043935271,11.800065231323241,25.70117041360333,0.743105180074059
64,20.354466848373413,0.0001,5.355570697784424,31.519751659231115,0.8858943762278733,7.1295243263244625,29.29096402311048,0.8411566378766422,7.310051536560058,29.59356727310484,0.8386230003954738,8.925213813781738,27.96155176661906,0.8005961734936864,10.318496417999267,26.72227768776822,0.7701683334132384,11.798637199401856,25.72931066137022,0.7418170674373316
65,20.34145205116272,0.0001,5.369264221191406,31.479378650721657,0.8848806102330521,7.096294116973877,29.26596272712792,0.8400926010784115,7.270262622833252,29.627584538004452,0.8392747115030554,8.904132461547851,27.98353498995666,0.8010261950364204,10.330629920959472,26.72878927348691,0.7704779356147567,11.755220413208008,25.738393186471036,0.7432748203341467
66,20.508573157310487,0.0001,5.528700637817383,31.47140165722168,0.8864165811995,7.191374683380127,29.27405830424242,0.8401056815263693,7.337646484375,29.602216451730442,0.8401788255140541,9.0181734085083,27.94325796765965,0.8017656751118102,10.57840461730957,26.63263618901292,0.7707424071771978,11.99959831237793,25.66435149301816,0.7435730229294617
67,20.322744468688963,0.0001,5.337329578399658,31.52937643004239,0.8855181012324946,7.207817554473877,29.146205325644793,0.8372406538445467,7.242422580718994,29.64991780437369,0.8396965182822648,8.911373805999755,27.99260616619615,0.8012043640546542,10.325279998779298,26.74209892750857,0.7704019389218104,11.78742790222168,25.764551435893605,0.7435025253081873
68,20.15448976135254,0.0001,5.320410442352295,31.56035153233094,0.8863466896756252,7.178745174407959,29.19404109422242,0.8384324655970797,7.222841453552246,29.64894806311016,0.8403302194930546,8.882303142547608,27.98244266851045,0.801783292665311,10.310677909851075,26.72638124045426,0.7711778552060549,11.692535018920898,25.775191882980486,0.7451990479730698
69,20.305479632377626,0.0001,5.312790966033935,31.559371773746285,0.886698671325326,7.078474426269532,29.267335948775894,0.8402563615373833,7.208203125,29.659789992478807,0.8398915006004701,8.85743064880371,27.99721427807301,0.8018718216421858,10.318192100524902,26.73282461089404,0.7718778310454893,11.717325019836426,25.74918595856972,0.744733138849147
70,20.175046829223632,0.0001,5.297913932800293,31.591054199414828,0.8872038854912798,7.0860367774963375,29.302595324244102,0.8410981990481584,7.198370552062988,29.674369659045293,0.8407024977921619,8.842921829223632,28.021262944952714,0.8024147851227926,10.265129280090331,26.752941194092568,0.7724207611275401,11.731816291809082,25.754075203457734,0.7441523248634647
71,20.035198596954345,0.0001,5.334774303436279,31.59224673870789,0.8867959927513412,7.206818294525147,29.161845073548324,0.8370531631488989,7.2288610458374025,29.661567457702148,0.840211654584907,8.86012306213379,27.996688758252322,0.801987209816633,10.313289642333984,26.721240823151028,0.7707767158289116,11.723098182678223,25.736845185078174,0.7434856276411027
72,20.17429570198059,0.0001,5.290310096740723,31.63024405137971,0.8872451022634873,7.146986675262451,29.194710775882065,0.8378962512889274,7.218891716003418,29.662163521852335,0.8406439092383549,8.866948699951172,27.996138075120932,0.802361244994116,10.319707298278809,26.72567843859023,0.770998904569021,11.735851860046386,25.733327556714606,0.7434217395709001
73,20.07270571422577,0.0001,5.452180671691894,31.484777616941734,0.8861425406929101,7.349516487121582,29.078865986927703,0.8360387033736043,7.295392417907715,29.599622301948404,0.8399910272570356,8.900321769714356,27.971727834725932,0.802715710883884,10.341664505004882,26.70913997249511,0.7728028640357579,11.702890586853027,25.743916157181012,0.7461669043390093
74,19.98912833881378,0.0001,5.260861206054687,31.657486218088497,0.8881434495861882,7.10492467880249,29.316517092767306,0.8413847254871625,7.1820454597473145,29.679805799674398,0.8406073250369672,8.836550331115722,28.027563398418103,0.8025851549172138,10.251669120788574,26.769125425975965,0.7723801417601674,11.67313461303711,25.785919369956048,0.7458794392367056
75,19.74662411594391,0.0001,5.283624839782715,31.6241597079754,0.8871374573364805,7.294724369049073,29.066113223912264,0.8361952266879461,7.191572856903076,29.720891987819176,0.84097599289398,8.859361171722412,28.048846075277332,0.8027812245308036,10.261707019805907,26.80207889121428,0.7729478134069219,11.757748222351074,25.790144620984346,0.7457640508260148
76,19.63389448451996,0.0001,5.250833320617676,31.663937996827837,0.8885895805950808,7.099413108825684,29.31999826425548,0.841129171517129,7.150362205505371,29.724847589583636,0.8419840461108115,8.811077117919922,28.039166980054716,0.8029743683956727,10.20539026260376,26.807682583767406,0.7734613640304338,11.658291816711426,25.818049829535198,0.7455394530812509
77,19.660399698257446,0.0001,5.246745681762695,31.717049909532,0.8890024662126562,7.0667799949646,29.353291652895273,0.8421333725994771,7.15841760635376,29.742213125848497,0.8421932313859587,8.839294624328613,28.034454494126727,0.8032502593062997,10.252906799316406,26.75636374702064,0.7726872719250218,11.67586669921875,25.77836662800549,0.7450837048579486
78,19.701528062820433,0.0001,5.167021036148071,31.722407660887292,0.8894908973761154,7.054668521881103,29.300810189523663,0.8416973447656991,7.123939132690429,29.739868160349324,0.842093148931621,8.786127853393555,28.055796520587272,0.8039762549951485,10.223459815979004,26.78998357912734,0.7743316418956707,11.595559883117676,25.810490218113397,0.7476388729446083
79,19.608675493240355,0.0001,5.27788200378418,31.657607268512447,0.8881005299020128,7.1509607315063475,29.226723007968655,0.8385971290029817,7.20247859954834,29.7010137683864,0.8420157353385559,8.865547847747802,27.99783553412521,0.8030767903141159,10.320943450927734,26.728831970014056,0.7732141871025874,11.747993659973144,25.7095011009144,0.7439924926066613
80,19.78664654350281,0.0001,5.354655647277832,31.59279818024381,0.8867268655477332,7.4217876434326175,28.97164518918938,0.8339840971129113,7.200809955596924,29.689962590126562,0.840584200465789,8.871507263183593,28.002498708967686,0.8016594868876272,10.242777824401855,26.76668803354885,0.7711808321617453,11.693226051330566,25.770358052595448,0.7432976468293496
81,19.800780606269836,0.0001,5.263109970092773,31.713585873422932,0.8887280752423166,7.181186008453369,29.175346364094697,0.8380963589154599,7.1697084426879885,29.74005126717713,0.8421405138522131,8.84336986541748,28.05079742633266,0.8034864391246398,10.281439685821534,26.77798359504049,0.7727943765623564,11.65243091583252,25.808962613213055,0.7467697896691566
82,19.58392199897766,0.0001,5.195679950714111,31.725626659880863,0.888731606976401,7.191677474975586,29.196275415046138,0.8391416630611029,7.10433521270752,29.755229216260425,0.8420280083966976,8.741144752502441,28.081441053690504,0.8038312919269097,10.126926612854003,26.83231769277352,0.7741960063692502,11.581578063964844,25.83198447451872,0.7469782236598215
83,19.490525599479675,0.0001,5.223533821105957,31.687425584334875,0.888370831430889,7.2157055854797365,29.158993182287197,0.8373128936082097,7.126999950408935,29.74026998482021,0.8419359900287017,8.781562328338623,28.06265589534098,0.8039361543857698,10.203582668304444,26.788544084850535,0.7728384769072216,11.602169227600097,25.814230026501576,0.7471085173329939
