epoch,train_loss,val_loss_MN,psnr_MN,ssim_MN,val_loss_M,psnr_M,val_loss_N,psnr_N,ssim_N,lr
1,1.0395308831930161,0.11441979110240937,16.948248501055218,16.948248501055218,0.11231862306594849,17.05514571885857,0.11335390657186509,17.004757384255754,17.004757384255754,0.0001
2,0.558528280198574,0.10438084006309509,17.297895955995862,17.297895955995862,0.09910653978586197,17.613273217065803,0.10004601031541824,17.570958588633076,17.570958588633076,0.0001
3,0.4820255397707224,0.10298700630664825,17.50762213928487,17.50762213928487,0.09454089999198914,18.03994557453816,0.0955672174692154,17.990231857037408,17.990231857037408,0.0001
4,0.4337379043251276,0.0886730670928955,19.075563659426084,19.075563659426084,0.07348230257630348,20.699839046552416,0.07478146031498908,20.604206243550696,20.604206243550696,0.0001
5,0.3818924519866705,0.07747649550437927,20.148393988264793,20.148393988264793,0.058154826238751414,22.626296144047387,0.05999448709189892,22.33803305034635,22.33803305034635,0.0001
6,0.3572642548084259,0.07756144180893898,20.033647111369987,20.033647111369987,0.05592640414834023,22.878561456383615,0.057844766229391095,22.53667845559885,22.53667845559885,0.0001
7,0.3406868335306644,0.08042746335268021,19.669295290323248,19.669295290323248,0.05460481271147728,22.914488239167657,0.056759759411215784,22.541825399980297,22.541825399980297,0.0001
8,0.32841684241592883,0.08060404062271118,19.61569020725635,19.61569020725635,0.05515185073018074,22.824693765845836,0.05747011229395867,22.41620678254918,22.41620678254918,0.0001
9,0.3191306600123644,0.08388031274080276,19.308203455753524,19.308203455753524,0.055349373072385785,22.836198650115907,0.057809044420719144,22.45377924001192,22.45377924001192,0.0001
10,0.312146959617734,0.08475061953067779,19.170517023898526,19.170517023898526,0.05446034073829651,22.699169400019773,0.05705318003892899,22.335120791435827,22.335120791435827,0.0001
11,0.3064973804652691,0.0860047847032547,19.047249362177702,19.047249362177702,0.055206242203712466,22.838413812154986,0.05703012198209763,22.52859989175979,22.52859989175979,0.0001
12,0.3003318087607622,0.08533121198415757,19.112250880999696,19.112250880999696,0.05017768070101738,23.610448944198332,0.0524385005235672,23.19565148139641,23.19565148139641,0.0001
13,0.29250504248589276,0.04363327026367188,24.504864515348128,24.504864515348128,0.07874670624732971,19.763400539488693,0.045773977786302565,24.073654322365797,24.073654322365797,0.0001
14,0.2849266755729914,0.04658435732126236,24.457170048850436,24.457170048850436,0.08014261871576309,19.711919471431433,0.04918974414467812,23.981944400001524,23.981944400001524,0.0001
15,0.28120656917989256,0.03385794647037983,26.519370825056246,26.519370825056246,0.07306303381919861,20.42059874983129,0.037151796743273735,25.729165837542848,25.729165837542848,0.0001
16,0.27948657624423506,0.03397137932479381,26.530360379100927,26.530360379100927,0.0738200917840004,20.30525995195717,0.0369380634278059,25.756754500264936,25.756754500264936,0.0001
17,0.2804840152934194,0.03594711422920227,26.26938071375964,26.26938071375964,0.07491238117218017,20.245058002430728,0.039558850973844525,25.46862912164093,25.46862912164093,0.0001
18,0.277371630653739,0.033015939965844156,26.809460348604603,26.809460348604603,0.0734456405043602,20.352553457002003,0.036114391312003134,25.977411289817155,25.977411289817155,0.0001
19,0.2778644699379802,0.03143126182258129,27.03300737626435,27.03300737626435,0.07620016932487488,20.02804604810911,0.034932180494070056,26.146645675968692,26.146645675968692,0.0001
20,0.2775597387701273,0.03136820942163467,27.091696637975975,27.091696637975975,0.07715545147657395,19.94418861840864,0.033784884959459305,26.330831348693824,26.330831348693824,0.0001
21,0.2771698941513896,0.03593461588025093,26.248259625446746,26.248259625446746,0.07913242131471634,19.719012169007122,0.0382468581199646,25.6086059263098,25.6086059263098,0.0001
22,0.276940048545599,0.03026031255722046,27.273756955978534,27.273756955978534,0.07721461653709412,19.925472388529318,0.03338593803346157,26.378174791431633,26.378174791431633,0.0001
23,0.2773170241266489,0.03622366413474083,26.33009174563464,26.33009174563464,0.07938145846128464,19.810655075964643,0.03784767724573612,25.78621106806516,25.78621106806516,0.0001
24,0.2778454430922866,0.03268284611403942,26.956528270615642,26.956528270615642,0.07666572481393814,19.966782998262907,0.035821668431162836,26.1070591192653,26.1070591192653,0.0001
25,0.27467941503971816,0.02993367724120617,27.386868747474512,27.386868747474512,0.07770191133022308,19.890710319362118,0.033070238679647444,26.456959748766526,26.456959748766526,0.0001
26,0.27697219022363423,0.03061780519783497,27.301243294451645,27.301243294451645,0.07692203670740128,19.942657079266525,0.03461413756012917,26.266583463182354,26.266583463182354,0.0001
27,0.27629445953667164,0.030451243743300438,27.25997509667902,27.25997509667902,0.0789339616894722,19.718913456001438,0.033532720804214475,26.363718670486747,26.363718670486747,0.0001
28,0.27536696833372115,0.02900911681354046,27.57257280234079,27.57257280234079,0.07883099615573883,19.727069471053454,0.032606090605258944,26.550936348885934,26.550936348885934,0.0001
29,0.28317094840854407,0.0285101480782032,27.662556930704348,27.662556930704348,0.07720327377319336,19.89830423439289,0.03249565623700619,26.545402494409423,26.545402494409423,0.0001
30,0.27428053033351896,0.02786223031580448,27.70978077533021,27.70978077533021,0.07970576882362365,19.62732830586824,0.031582938879728316,26.641147425513573,26.641147425513573,0.0001
31,0.27412960155308247,0.03244551308453083,27.11708543367373,27.11708543367373,0.08255700170993804,19.35667161863079,0.03578320741653442,26.24112465429035,26.24112465429035,0.0001
32,0.2768653985634446,0.028224262967705728,27.737538386895295,27.737538386895295,0.08020916432142258,19.584808821330974,0.032257289811968806,26.614365031173342,26.614365031173342,0.0001
